#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
ZL|ARRO||BHE|-30.4076|-69.245399|1968.0|0.0|90.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|ARRO||BHN|-30.4076|-69.245399|1968.0|0.0|0.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|ARRO||BHZ|-30.4076|-69.245399|1968.0|0.0|0.0|-90.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|BARR||BHE|-31.6495|-69.415901|1962.0|0.0|90.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-19T00:00:00|2009-04-12T00:00:00
ZL|BARR||BHE|-31.6495|-69.415901|1962.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2009-04-12T00:00:00|2009-12-31T23:59:59
ZL|BARR||BHN|-31.6495|-69.415901|1962.0|0.0|0.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-19T00:00:00|2009-04-12T00:00:00
ZL|BARR||BHN|-31.6495|-69.415901|1962.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2009-04-12T00:00:00|2009-12-31T23:59:59
ZL|BARR||BHZ|-31.6495|-69.415901|1962.0|0.0|0.0|-90.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-19T00:00:00|2009-04-12T00:00:00
ZL|BARR||BHZ|-31.6495|-69.415901|1962.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2009-04-12T00:00:00|2009-12-31T23:59:59
ZL|BOZA||BHE|-31.751101|-68.435097|640.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-13T00:00:00|2009-12-31T23:59:59
ZL|BOZA||BHN|-31.751101|-68.435097|640.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-13T00:00:00|2009-12-31T23:59:59
ZL|BOZA||BHZ|-31.751101|-68.435097|640.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-13T00:00:00|2009-12-31T23:59:59
ZL|CALI||BHE|-31.2831|-69.419502|1383.0|0.0|90.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|CALI||BHN|-31.2831|-69.419502|1383.0|0.0|0.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|CALI||BHZ|-31.2831|-69.419502|1383.0|0.0|0.0|-90.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|CASP||BHE|-31.207001|-69.628502|2369.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|CASP||BHN|-31.207001|-69.628502|2369.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|CASP||BHZ|-31.207001|-69.628502|2369.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|CATA||BHE|-32.2742|-67.188499|649.0|0.0|90.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-17T00:00:00|2009-12-31T23:59:59
ZL|CATA||BHN|-32.2742|-67.188499|649.0|0.0|0.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-17T00:00:00|2009-12-31T23:59:59
ZL|CATA||BHZ|-32.2742|-67.188499|649.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-17T00:00:00|2009-12-31T23:59:59
ZL|CHIL||BHE|-31.9058|-68.775101|1333.0|0.0|90.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-13T00:00:00|2009-12-31T23:59:59
ZL|CHIL||BHN|-31.9058|-68.775101|1333.0|0.0|0.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-13T00:00:00|2009-12-31T23:59:59
ZL|CHIL||BHZ|-31.9058|-68.775101|1333.0|0.0|0.0|-90.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2007-12-13T00:00:00|2009-12-31T23:59:59
ZL|CHUC||BHE|-31.0674|-67.284599|921.0|0.0|90.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2008-01-03T00:00:00|2009-12-31T23:59:59
ZL|CHUC||BHN|-31.0674|-67.284599|921.0|0.0|0.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2008-01-03T00:00:00|2009-12-31T23:59:59
ZL|CHUC||BHZ|-31.0674|-67.284599|921.0|0.0|0.0|-90.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2008-01-03T00:00:00|2009-12-31T23:59:59
ZL|CIG2||BHE|-31.5278|-68.565002|728.0|0.0|90.0|0.0|Streckeisen STS-2/Quanterra 330 Linear Phase Compo|629259000.0|0.2|M/S|40.0|2008-02-01T00:00:00|2008-03-20T23:59:59
ZL|CIG2||BHN|-31.5278|-68.565002|728.0|0.0|0.0|0.0|Streckeisen STS-2/Quanterra 330 Linear Phase Compo|629259000.0|0.2|M/S|40.0|2008-02-01T00:00:00|2008-03-20T23:59:59
ZL|CIG2||BHZ|-31.5278|-68.565002|728.0|0.0|0.0|-90.0|Streckeisen STS-2/Quanterra 330 Linear Phase Compo|629259000.0|0.2|M/S|40.0|2008-02-01T00:00:00|2008-03-20T23:59:59
ZL|CIGA||BHE|-30.1441|-68.573898|1095.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-14T00:00:00|2009-04-08T23:59:59
ZL|CIGA||BHE|-30.1441|-68.573898|1095.0|0.0|90.0|0.0|Streckeisen STS-2 G2/Quanterra 330 Linear Phase Co|624920000.0|0.2|M/S|40.0|2009-04-23T00:00:00|2009-12-31T23:59:59
ZL|CIGA||BHN|-30.1441|-68.573898|1095.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-14T00:00:00|2009-04-08T23:59:59
ZL|CIGA||BHN|-30.1441|-68.573898|1095.0|0.0|0.0|0.0|Streckeisen STS-2 G2/Quanterra 330 Linear Phase Co|624920000.0|0.2|M/S|40.0|2009-04-23T00:00:00|2009-12-31T23:59:59
ZL|CIGA||BHZ|-30.1441|-68.573898|1095.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-14T00:00:00|2009-04-08T23:59:59
ZL|CIGA||BHZ|-30.1441|-68.573898|1095.0|0.0|0.0|-90.0|Streckeisen STS-2 G2/Quanterra 330 Linear Phase Co|624920000.0|0.2|M/S|40.0|2009-04-23T00:00:00|2009-12-31T23:59:59
ZL|CLAR||BHE|-32.119598|-68.984901|1817.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-26T00:00:00|2009-12-31T23:59:59
ZL|CLAR||BHN|-32.119598|-68.984901|1817.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-26T00:00:00|2009-12-31T23:59:59
ZL|CLAR||BHZ|-32.119598|-68.984901|1817.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-26T00:00:00|2009-12-31T23:59:59
ZL|CONE||BHE|-31.1238|-68.073997|912.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|CONE||BHN|-31.1238|-68.073997|912.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|CONE||BHZ|-31.1238|-68.073997|912.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|DOCA||BHE|-30.9492|-69.082703|3184.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-03-29T00:00:00|2009-12-31T23:59:59
ZL|DOCA||BHN|-30.9492|-69.082703|3184.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-03-29T00:00:00|2009-12-31T23:59:59
ZL|DOCA||BHZ|-30.9492|-69.082703|3184.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-03-29T00:00:00|2009-12-31T23:59:59
ZL|GUAL||BHE|-30.8309|-68.948097|1673.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-31T00:00:00|2009-12-31T23:59:59
ZL|GUAL||BHN|-30.8309|-68.948097|1673.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-31T00:00:00|2009-12-31T23:59:59
ZL|GUAL||BHZ|-30.8309|-68.948097|1673.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-31T00:00:00|2009-12-31T23:59:59
ZL|GUAR||BHE|-31.8939|-70.197304|4105.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-24T00:00:00|2009-04-10T23:59:59
ZL|GUAR||BHN|-31.8939|-70.197304|4105.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-24T00:00:00|2009-04-10T23:59:59
ZL|GUAR||BHZ|-31.8939|-70.197304|4105.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-24T00:00:00|2009-04-10T23:59:59
ZL|INPS||BHE|-31.5275|-68.565697|743.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-02-01T00:00:00|2008-05-09T23:59:59
ZL|INPS||BHN|-31.5275|-68.565697|743.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-02-01T00:00:00|2008-05-09T23:59:59
ZL|INPS||BHZ|-31.5275|-68.565697|743.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-02-01T00:00:00|2008-05-09T23:59:59
ZL|LAJA||BHE|-31.328699|-68.475601|746.0|0.0|90.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-07T00:00:00|2009-12-31T23:59:59
ZL|LAJA||BHN|-31.328699|-68.475601|746.0|0.0|0.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-07T00:00:00|2009-12-31T23:59:59
ZL|LAJA||BHZ|-31.328699|-68.475601|746.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-07T00:00:00|2009-12-31T23:59:59
ZL|LEON||BHE|-31.8016|-69.324097|2472.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-19T00:00:00|2009-12-31T23:59:59
ZL|LEON||BHN|-31.8016|-69.324097|2472.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-19T00:00:00|2009-12-31T23:59:59
ZL|LEON||BHZ|-31.8016|-69.324097|2472.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-19T00:00:00|2009-12-31T23:59:59
ZL|LLAN||BHE|-30.394899|-66.528|752.0|0.0|90.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-20T00:00:00|2009-12-31T23:59:59
ZL|LLAN||BHN|-30.394899|-66.528|752.0|0.0|0.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-20T00:00:00|2009-12-31T23:59:59
ZL|LLAN||BHZ|-30.394899|-66.528|752.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2008-01-20T00:00:00|2009-12-31T23:59:59
ZL|LUNA||BHE|-30.160801|-67.836304|1442.0|0.0|90.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2008-01-04T00:00:00|2009-12-31T23:59:59
ZL|LUNA||BHN|-30.160801|-67.836304|1442.0|0.0|0.0|0.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2008-01-04T00:00:00|2009-12-31T23:59:59
ZL|LUNA||BHZ|-30.160801|-67.836304|1442.0|0.0|0.0|-90.0|Streckeisen STS-2 G1/Quanterra 330 Linear Phase Co|629313000.0|0.2|M/S|40.0|2008-01-04T00:00:00|2009-12-31T23:59:59
ZL|MAJA||BHE|-30.6866|-67.508698|990.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-03T00:00:00|2009-12-31T23:59:59
ZL|MAJA||BHN|-30.6866|-67.508698|990.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-03T00:00:00|2009-12-31T23:59:59
ZL|MAJA||BHZ|-30.6866|-67.508698|990.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-03T00:00:00|2009-12-31T23:59:59
ZL|MALA||BHE|-30.818199|-66.6073|966.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-19T00:00:00|2009-12-31T23:59:59
ZL|MALA||BHN|-30.818199|-66.6073|966.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-19T00:00:00|2009-12-31T23:59:59
ZL|MALA||BHZ|-30.818199|-66.6073|966.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-19T00:00:00|2009-12-31T23:59:59
ZL|MONA||BHE|-30.9389|-68.492798|993.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-05-23T00:00:00|2009-12-31T23:59:59
ZL|MONA||BHN|-30.9389|-68.492798|993.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-05-23T00:00:00|2009-12-31T23:59:59
ZL|MONA||BHZ|-30.9389|-68.492798|993.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-05-23T00:00:00|2009-12-31T23:59:59
ZL|NIKI||BHE|-31.577|-67.870201|833.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-17T00:00:00|2009-12-31T23:59:59
ZL|NIKI||BHN|-31.577|-67.870201|833.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-17T00:00:00|2009-12-31T23:59:59
ZL|NIKI||BHZ|-31.577|-67.870201|833.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-17T00:00:00|2009-12-31T23:59:59
ZL|NOQE||BHE|-31.1994|-66.747002|697.0|0.0|90.0|0.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2007-12-17T00:00:00|2009-12-31T23:59:59
ZL|NOQE||BHN|-31.1994|-66.747002|697.0|0.0|0.0|0.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2007-12-17T00:00:00|2009-12-31T23:59:59
ZL|NOQE||BHZ|-31.1994|-66.747002|697.0|0.0|0.0|-90.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2007-12-17T00:00:00|2009-12-31T23:59:59
ZL|NUEV||BHE|-31.0368|-69.525002|1657.0|0.0|90.0|0.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|NUEV||BHN|-31.0368|-69.525002|1657.0|0.0|0.0|0.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|NUEV||BHZ|-31.0368|-69.525002|1657.0|0.0|0.0|-90.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2007-12-18T00:00:00|2009-12-31T23:59:59
ZL|PACH||BHE|-30.1929|-68.828201|1323.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-14T00:00:00|2009-12-31T23:59:59
ZL|PACH||BHN|-30.1929|-68.828201|1323.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-14T00:00:00|2009-12-31T23:59:59
ZL|PACH||BHZ|-30.1929|-68.828201|1323.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-14T00:00:00|2009-12-31T23:59:59
ZL|PAGA||BHE|-30.2085|-67.2864|945.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-27T00:00:00|2009-12-31T23:59:59
ZL|PAGA||BHN|-30.2085|-67.2864|945.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-27T00:00:00|2009-12-31T23:59:59
ZL|PAGA||BHZ|-30.2085|-67.2864|945.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-27T00:00:00|2009-12-31T23:59:59
ZL|PATO||BHE|-31.8965|-69.692299|1971.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-24T00:00:00|2009-12-31T23:59:59
ZL|PATO||BHN|-31.8965|-69.692299|1971.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-24T00:00:00|2009-12-31T23:59:59
ZL|PATO||BHZ|-31.8965|-69.692299|1971.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-24T00:00:00|2009-12-31T23:59:59
ZL|REGU||BHE|-31.8993|-70.027702|3885.0|0.0|90.0|0.0|Streckeisen STS-2 G2/Quanterra 330 Linear Phase Co|624920000.0|0.2|M/S|40.0|2008-01-23T00:00:00|2009-04-10T23:59:59
ZL|REGU||BHN|-31.8993|-70.027702|3885.0|0.0|0.0|0.0|Streckeisen STS-2 G2/Quanterra 330 Linear Phase Co|624920000.0|0.2|M/S|40.0|2008-01-23T00:00:00|2009-04-10T23:59:59
ZL|REGU||BHZ|-31.8993|-70.027702|3885.0|0.0|0.0|-90.0|Streckeisen STS-2 G2/Quanterra 330 Linear Phase Co|624920000.0|0.2|M/S|40.0|2008-01-23T00:00:00|2009-04-10T23:59:59
ZL|RINC||BHE|-30.2703|-67.724503|1286.0|0.0|270.0|0.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2008-01-04T00:00:00|2009-12-31T23:59:59
ZL|RINC||BHN|-30.2703|-67.724503|1286.0|0.0|180.0|0.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2008-01-04T00:00:00|2009-12-31T23:59:59
ZL|RINC||BHZ|-30.2703|-67.724503|1286.0|0.0|0.0|-90.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2008-01-04T00:00:00|2009-12-31T23:59:59
ZL|SASO||BHE|-31.511499|-68.984299|1231.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-29T00:00:00|2009-12-31T23:59:59
ZL|SASO||BHN|-31.511499|-68.984299|1231.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-29T00:00:00|2009-12-31T23:59:59
ZL|SASO||BHZ|-31.511499|-68.984299|1231.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-29T00:00:00|2009-12-31T23:59:59
ZL|SECA||BHE|-31.271099|-68.799103|1530.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-05-22T00:00:00|2009-12-31T23:59:59
ZL|SECA||BHN|-31.271099|-68.799103|1530.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-05-22T00:00:00|2009-12-31T23:59:59
ZL|SECA||BHZ|-31.271099|-68.799103|1530.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-05-22T00:00:00|2009-12-31T23:59:59
ZL|SOMB||BHE|-31.9172|-69.021797|2396.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-18T00:00:00|2009-12-31T23:59:59
ZL|SOMB||BHN|-31.9172|-69.021797|2396.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-18T00:00:00|2009-12-31T23:59:59
ZL|SOMB||BHZ|-31.9172|-69.021797|2396.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-01-18T00:00:00|2009-12-31T23:59:59
ZL|TALA||BHE|-31.0207|-68.747498|1316.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-28T00:00:00|2008-05-13T23:59:59
ZL|TALA||BHN|-31.0207|-68.747498|1316.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-28T00:00:00|2008-05-13T23:59:59
ZL|TALA||BHZ|-31.0207|-68.747498|1316.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-28T00:00:00|2008-05-13T23:59:59
ZL|TOCO||BHE|-30.6586|-69.436302|2628.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|TOCO||BHN|-30.6586|-69.436302|2628.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|TOCO||BHZ|-30.6586|-69.436302|2628.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2007-12-16T00:00:00|2009-12-31T23:59:59
ZL|TUCU||BHE|-30.570101|-68.625999|946.0|0.0|270.0|0.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2008-01-07T00:00:00|2009-12-31T23:59:59
ZL|TUCU||BHN|-30.570101|-68.625999|946.0|0.0|180.0|0.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2008-01-07T00:00:00|2009-12-31T23:59:59
ZL|TUCU||BHZ|-30.570101|-68.625999|946.0|0.0|0.0|-90.0|Nanometrics Trillium 40 Sec Response/Quanterra 330|627792000.0|0.4|M/S|40.0|2008-01-07T00:00:00|2009-12-31T23:59:59
ZL|UNSJ||BHE|-31.5406|-68.576401|674.0|0.0|90.0|0.0|RefTek 151/Reftek 130 Datalogger|1258860000.0|0.2|M/S|40.0|2009-04-28T00:00:00|2009-12-31T23:59:59
ZL|UNSJ||BHN|-31.5406|-68.576401|674.0|0.0|0.0|0.0|RefTek 151/Reftek 130 Datalogger|1258860000.0|0.2|M/S|40.0|2009-04-28T00:00:00|2009-12-31T23:59:59
ZL|UNSJ||BHZ|-31.5406|-68.576401|674.0|0.0|0.0|-90.0|RefTek 151/Reftek 130 Datalogger|1258860000.0|0.2|M/S|40.0|2009-04-28T00:00:00|2009-12-31T23:59:59
